,URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code),no2_µg/m3,pm25_µg/m3,no2_x,no2_y,pm_x,pm_y
40,100040,202,Camden,3441.0,St George the Martyr Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,222.0,2,No Special Classes,17-01-2019,213.0,92.0,121.0,27.0,0,Not applicable,,,Not applicable,,Not under a federation,,,10079315.0,,Not applicable,15-11-2013,0,Not applicable,11-07-2019,John's Mews,,,London,,WC1N 2NX,http://www.stgeorge.camden.sch.uk/,2074055640.0,Mr,Adam,Young,Head of School,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000138,Holborn and Covent Garden,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,530763.0,182065.0,,Camden 027,Camden 027D,,,,,,999,,,Outstanding,North-West London and South-Central England,,5109944.0,,E02000192,E01000920,45.9727,15.43525,530760.0,182060.0,530760.0,182060.0
41,100041,202,Camden,3482.0,St Josephs Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,236.0,2,No Special Classes,17-01-2019,201.0,99.0,102.0,28.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10076017.0,,Not applicable,11-10-2018,0,Not applicable,11-07-2019,Macklin Street,Covent Garden,,London,,WC2B 5NA,http://www.stjosephs.camden.sch.uk/,2072427712.0,Miss,Helen,Tyler,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000138,Holborn and Covent Garden,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,530415.0,181368.0,,Camden 028,Camden 028C,,,,,,999,,,Good,North-West London and South-Central England,,5090710.0,,E02000193,E01000918,47.88108,16.119770000000003,530420.0,181360.0,530420.0,181360.0
42,100042,202,Camden,3517.0,St Mary's Kilburn Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210.0,2,No Special Classes,17-01-2019,224.0,113.0,111.0,31.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10079314.0,,Not applicable,28-11-2017,0,Not applicable,11-07-2019,Quex Road,Kilburn,,London,,NW6 4PG,http://www.stmarykilburn.camden.sch.uk/,2073726565.0,Mrs,Juliette,Jackson,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000140,Kilburn,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,525389.0,183932.0,,Camden 020,Camden 020C,,,,,,999,,,Good,North-West London and South-Central England,,5060998.0,,E02000185,E01000933,43.74365,14.22534,525380.0,183940.0,525380.0,183940.0
43,100043,202,Camden,3521.0,St Mary and St Pancras Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,234.0,2,No Special Classes,17-01-2019,226.0,110.0,116.0,37.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10079313.0,,Not applicable,28-03-2019,0,Not applicable,11-07-2019,81 Werrington Street,,,London,,NW1 1QP,www.stmp.camden.sch.uk,2073876117.0,Ms,Jules,Belton,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000143,St Pancras and Somers Town,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,529495.0,183146.0,,Camden 022,Camden 022C,,,,,,999,,,Good,North-West London and South-Central England,,5083198.0,,E02000187,E01000954,43.23277,14.573360000000001,529500.0,183140.0,529500.0,183140.0
45,100045,202,Camden,3560.0,St Patrick's Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,210.0,2,No Special Classes,17-01-2019,210.0,114.0,96.0,37.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10076016.0,,Not applicable,03-03-2016,0,Not applicable,11-07-2019,Holmes Road,,,London,,NW5 3AH,http://www.stpatricks.camden.sch.uk/,2072671200.0,Mr,Sean,Cranitch,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000139,Kentish Town,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,528861.0,185010.0,,Camden 007,Camden 007E,,,,,,999,,,Good,North-West London and South-Central England,,5090698.0,,E02000172,E01000922,39.88957,13.908129999999998,528860.0,185000.0,528860.0,185000.0
48,100048,202,Camden,3655.0,Our Lady Roman Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,223.0,2,No Special Classes,17-01-2019,217.0,90.0,127.0,55.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10076014.0,,Not applicable,17-05-2017,0,Not applicable,11-07-2019,Pratt Street,Camden,,London,,NW1 0DP,https://www.ourladys.camden.sch.uk/,2074857997.0,Ms,Moya,Richardson,Associate Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000130,Camden Town with Primrose Hill,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,529268.0,183862.0,,Camden 019,Camden 019B,,,,,,999,,,Good,North-West London and South-Central England,,5090619.0,,E02000184,E01000861,44.45485,14.45558,529260.0,183860.0,529260.0,183860.0
62,100063,202,Camden,6016.0,Sarum Hall School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1934,0,Not applicable,,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,2,Girls,2,Church of England,Church of England,0000,Not applicable,4,Non-selective,192.0,2,No Special Classes,17-01-2019,184.0,0.0,184.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10075166.0,,Not applicable,,0,Not applicable,06-08-2019,15 Eton Avenue,,,London,,NW3 3EL,https://www.sarumhallschool.co.uk/,2077942261.0,Miss,Victoria,Savage,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000128,Belsize,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,527291.0,184479.0,,Camden 014,Camden 014B,ISI,1.0,18.0,Does not have boarders,,999,,,,North-West London and South-Central England,,5055751.0,,E02000179,E01000845,39.7512,13.860389999999999,527300.0,184480.0,527300.0,184480.0
65,100066,202,Camden,6038.0,The Cavendish School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1950,0,Not applicable,,0,Not applicable,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Christian,0000,Not applicable,4,Non-selective,276.0,2,No Special Classes,17-01-2019,237.0,7.0,230.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10075165.0,,Not applicable,,0,Not applicable,11-07-2019,31 Inverness Street,,,London,,NW1 7HB,http://www.cavendish-school.co.uk/,2074851958.0,Miss,Jane,Rogers,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000130,Camden Town with Primrose Hill,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,528739.0,183866.0,,Camden 021,Camden 021A,ISI,2.0,60.0,Does not have boarders,,999,,,,North-West London and South-Central England,,5137032.0,,E02000186,E01000863,42.32416,14.22149,528740.0,183860.0,528740.0,183860.0
66,100067,202,Camden,6084.0,St Mary's School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1951,0,Not applicable,,0,Not applicable,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Roman Catholic,0000,Not applicable,4,Non-selective,307.0,2,No Special Classes,17-01-2019,299.0,16.0,283.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10079908.0,,Not applicable,,0,Not applicable,11-07-2019,47 Fitzjohn's Avenue,Hampstead,,London,,NW3 6PG,http://www.stmh.co.uk/,2074351868.0,Ms,Harriet,Connor Earl,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000133,Frognal and Fitzjohns,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,526543.0,185092.0,,Camden 008,Camden 008A,ISI,4.0,47.0,Does not have boarders,,999,,,,North-West London and South-Central England,,5105233.0,,E02000173,E01000881,40.74783,13.91876,526540.0,185100.0,526540.0,185100.0
70,100071,202,Camden,6195.0,North Bridge Nursery School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,18-06-1958,0,Not applicable,,0,Not applicable,2.0,5.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,220.0,2,No Special Classes,17-01-2019,163.0,97.0,66.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10070529.0,,Not applicable,,0,Not applicable,11-07-2019,33 Fitzjohn's Avenue,Hampstead,,London,,NW3 5JY,www.northbridgehouse.com,2072676266.0,Mrs,Christine,McLelland,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000133,Frognal and Fitzjohns,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,526549.0,184913.0,,Camden 008,Camden 008C,ISI,2.0,15.0,Does not have boarders,Cognita Schools Ltd,999,,,,North-West London and South-Central England,,5105233.0,,E02000173,E01000883,40.60772,13.93115,526540.0,184920.0,526540.0,184920.0
72,100073,202,Camden,6264.0,Hampstead Hill School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,23-10-1970,0,Not applicable,,0,Not applicable,2.0,8.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,400.0,2,No Special Classes,17-01-2019,389.0,232.0,157.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10070528.0,,Not applicable,,0,Not applicable,11-07-2019,St Stephens Hall,Pond Street,Hampstead,London,,NW3 2PP,www.hampsteadhillschool.co.uk,2074356262.0,Mrs,A,Taylor,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000135,Hampstead Town,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,527085.0,185400.0,,Camden 008,Camden 008E,Ofsted,0.0,20.0,Does not have boarders,ANDREA TAYLOR,999,,,,North-West London and South-Central England,,5110228.0,,E02000173,E01000898,42.1805,13.96,527080.0,185400.0,527080.0,185400.0
76,100077,202,Camden,6353.0,The Village School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,02-10-1985,0,Not applicable,,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,2,Girls,6,None,Inter- / non- denominational,0000,Not applicable,4,Non-selective,140.0,2,No Special Classes,17-01-2019,95.0,0.0,95.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10075164.0,,Not applicable,,0,Not applicable,11-07-2019,2 Parkhill Road,Belsize Park,,London,,NW3 2YN,www.thevillageschool.org.uk,2074854673.0,Miss,Carol,Gay,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000136,Haverstock,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,527781.0,184808.0,,Camden 006,Camden 006E,Ofsted,0.0,1.0,Does not have boarders,Chatsworth (Village Prep) Ltd,999,,,,North-West London and South-Central England,,5023205.0,,E02000171,E01000903,40.515440000000005,13.950120000000002,527780.0,184800.0,527780.0,184800.0
